set,cardnumber,name,title,unique,card type,aspects,cost,traits,ability text,leader unit ability text,arena,power,hp,rarity,artist,previewdate,preview source,preview link,cardid,invisiblepower,invisiblehp,invisibledamage,invisibledraw,keyword_1,keyword_1_conditional,keyword_2,keyword_2_conditional,keyword_3,keyword_3_conditional,Makes_Droids,Makes_Clones,Makes_Ties,Heals,Ramps,Makes_X_Wings,Indirect,Makes Force,Readies,Bounce,Cannot_Attack,Makes_Spies,Disclose_Symbols,Cheat_Action,Exhaust,Capture,Multideploy
LOF,219,Psychometry,,False,Event,Cunning,1,Force,"{p}Choose another card in your discard pile. Search the top 5 cards of your deck for a card that shares a {b}trait{/b} with the chosen card, reveal it, and draw it. {i}(Put the other cards on the bottom of your deck in a random order.){/i}{/p}",,NULL,NULL,NULL,3,Sebastián Guidobono,2025-06-06,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
LOF,220,Shien Flurry,,False,Event,Cunning,1,Learned,"{p}Play a {force} unit from your hand {i}(paying its cost){/i}. It gains {ambush} for this phase. The next time it would be dealt damage this phase, prevent 2 of that damage.{/p}",,NULL,NULL,NULL,2,Patrick Brown,2025-05-15,dragonriderTCCG,https://www.youtube.com/watch?v=zloBkUzZP8Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
LOF,221,Trust Your Instincts,,False,Event,Cunning,1,Force,"{p}Use the Force. If you do, attack with a unit. It gets {powerplus:2}/{hpplus:0} for this attack and deals its combat damage before the defender. {i}(If the defender is defeated, it deals no combat damage.){/i}{/p}",,NULL,NULL,NULL,3,Gabriel Gómez Almenzar,2025-06-06,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
LOF,222,A Precarious Predicament,,False,Event,Cunning,2,Trick,"{p}Return an enemy non-leader unit to its owner's hand unless its controller says, ""It could be worse."" If they do, you may play a card named It's Worse from your hand or resources for free.{/p}",,NULL,NULL,NULL,2,JB Casacop,2025-06-03,Darth Players,https://www.youtube.com/watch?v=H8IcfwMD4_I,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
LOF,223,Force Illusion,,False,Event,Cunning,2,"Force,Trick",{p}Exhaust an enemy unit. A friendly unit gains {sentinel} for this phase.{/p},,NULL,NULL,NULL,2,Reno,2025-06-04,Rebel Resource,https://www.youtube.com/watch?v=zzfhDFwJKRw,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
LOF,224,Pounce,,False,Event,Cunning,2,Trick,{p}Attack with a {creature} unit. It gets {powerplus:4}/{hpplus:0} for this attack.{/p},,NULL,NULL,NULL,1,Sebastián Guidobono,2025-05-30,Unlimited MDR,https://www.youtube.com/watch?v=-KVbudqCmAI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
LOF,225,Three Lessons,,False,Event,Cunning,2,Learned,{p}Play a unit from your hand {i}(paying its cost){/i}. It gains {hidden} for this phase. Give an Experience token and a Shield token to it.{/p},,NULL,NULL,NULL,2,Benjamin Paulus,2025-06-06,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
LOF,226,Tip the Scale,,False,Event,Cunning,2,"Force,Trick",{p}Look at an opponent's hand and discard a non-unit card from it.{/p},,NULL,NULL,NULL,1,Benjamin Paulus,2025-06-06,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
LOF,227,The Will of the Force,,False,Event,Cunning,4,Force,"{p}Return a non-leader unit to its owner's hand. You may use the Force {i}(lose your Force token){/i}. If you do, that player discards a random card from their hand.{/p}",,NULL,NULL,NULL,1,Tatsiana Maksimuk,2025-05-14,FFG Stream,https://www.youtube.com/watch?v=GboYYI0kZCY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
LOF,228,Forged Starfighter,,False,Unit,Villainy,1,"Sith,Vehicle,Fighter","{p}{keyword}hidden{/keyword} {i}(This unit can't be attacked if it was played this phase.){/i}{/p}

{p}{raid:1} {i}(This unit gets +1/+0 while attacking.){/i}{/p}",,1,1,1,1,Kyle Petchock,2025-05-06,FFG,https://starwarsunlimited.com/articles/the-stuff-of-legends,NULL,NULL,NULL,NULL,NULL,Raid,False,Hidden,FALSE,NULL,NULL,,,,,,,,,,,,,,,,,
LOF,229,Kylo Ren,I Know Your Story,True,Unit,Villainy,2,"Force,First Order","{p}{overwhelm} {i}(When attacking an enemy unit, deal excess damage to the opponent's base.){/i}{/p}

{p}{b}When you play an upgrade on this unit:{/b} You may use the Force {i}(lose your Force token){/i}. If you do, draw a card.{/p}",,0,2,3,2,Benjamin Paulus,2025-05-14,FFG Stream,https://www.youtube.com/watch?v=GboYYI0kZCY,NULL,NULL,NULL,NULL,0.1,Overwhelm,False,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
LOF,230,Fallen Jedi,,False,Unit,Villainy,3,"Force,Jedi",,,0,3,4,1,Sebastián Guidobono,2025-06-06,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
LOF,231,Darth Tyranus,Servant of Sidious,True,Unit,Villainy,4,"Force,Separatist,Sith","{p}{shielded} {i}(When you play this unit, give a Shield token to him.){/i}{/p}

{p}While the Force is with you, this unit gains {ambush}. {i}(When you play this unit, he may attack an enemy unit.){/i}{/p}",,0,4,3,5,Pius Bak,2025-05-05,FFG Stream,https://www.youtube.com/watch?v=TFF0h7OC_ag,NULL,NULL,NULL,NULL,NULL,Ambush,True,Shielded,False,NULL,NULL,,,,,,,,,,,,,,,,,
LOF,232,Sandtrooper Cavalry,,False,Unit,Villainy,4,"Imperial,Creature,Trooper",{p}{grit}{i}(This unit gets +1/+0 for each damage on it.){/i}{/p},,0,2,6,1,Fernando Correa,2025-06-06,,,NULL,NULL,NULL,NULL,NULL,Grit,False,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
LOF,233,Scimitar,Sith Infiltrator,True,Unit,Villainy,4,"Sith,Vehicle,Transport","{p}While this unit is damaged, it gains {powerplus:3}/{hpplus:0}.{/p}",,1,3,4,5,Aaron Dhanda,2025-04-02,FFG,https://starwarsunlimited.com/articles/legends-of-the-force,NULL,1.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
LOF,234,Darth Malak,Covetous Apprentice,True,Unit,Villainy,5,"Force,Sith","{p}{overwhelm}{/p}

{p}{b}When Played:{/b} If you control a {sith} leader unit, you may ready this unit.{/p}",,0,4,7,4,Benjamin Paulus,2025-05-06,FFG,https://starwarsunlimited.com/articles/the-stuff-of-legends,NULL,NULL,NULL,NULL,NULL,Overwhelm,False,NULL,NULL,NULL,NULL,,,,,,,,,0.75,,,,,,,,
LOF,235,HK-87 Assassin Droid,,False,Unit,Villainy,5,"Imperial,Droid",{p}{b}When Defeated:{/b} Deal 2 damage to each ground unit.{/p},,0,4,4,2,Guillaume Ospital,2025-06-06,,,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
LOF,236,Army of the Dead,,False,Unit,Villainy,6,"Night,Undead",,,0,7,6,1,Marc Escachx,2025-06-06,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
LOF,237,The Son,Embodiment of Darkness,True,Unit,Villainy,7,Force,"{p}While the Force is with you, each friendly unit gets {power:2}/{hp:0}.{/p}",,0,6,8,3,Johnny Morrow,2025-06-06,,,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
LOF,238,Darth Revan's Lightsabers,,True,Upgrade,Villainy,2,"Item,Weapon,Lightsaber","{p}Attach to a non-{vehicle} unit.{/p}

{p}If attached unit is a {sith}, it gains {grit}.{/p}",,NULL,NULL,NULL,3,Johnny Morrow,2025-05-06,FFG,https://starwarsunlimited.com/articles/the-stuff-of-legends,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
LOF,239,Consumed by the Dark Side,,False,Event,Villainy,2,Force,"{p}Give 2 Experience tokens to a unit, then deal 2 damage to it.{/p}",,NULL,NULL,NULL,1,Kevin Libranda,2025-06-06,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
LOF,240,Flight of the Inquisitor,,False,Event,Villainy,2,Tactic,{p}You may return a {force} unit and a {lightsaber} upgrade from your discard pile to your hand.{/p},,NULL,NULL,NULL,2,Shane Molina,2025-06-06,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
LOF,241,In the Shadows,,False,Event,Villainy,2,Plan,{p}Give an Experience token to each of up to 3 friendly units with {hidden}.{/p},,NULL,NULL,NULL,1,Johnny Morrow,2025-06-06,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
LOF,242,Refugee of the Path,,False,Unit,Heroism,1,"Force,Fringe",{p}{b}When Played:{/b} You may give a Shield token to a unit with {sentinel}.{/p},,0,0,3,1,Salomé Goré,2025-04-02,FFG,https://starwarsunlimited.com/articles/legends-of-the-force,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
LOF,243,Caretaker Matron,,False,Unit,Heroism,2,Fringe,"{p}{b}Action [{T}]:{/b} If you played a {force} card this phase, draw a card.{/p}",,0,0,4,2,Omercan Cirit,2025-06-04,Rebel Resource,https://www.youtube.com/watch?v=zzfhDFwJKRw,NULL,NULL,NULL,NULL,0.5,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
LOF,244,Jedi Vector,,False,Unit,Heroism,2,"Jedi,Vehicle,Fighter",{p}This unit gets {powerplus:1}/{hpplus:0} if you control another {jedi} unit and {powerplus:1}/{hpplus:0} if you control a {lightsaber} upgrade.{/p},,1,1,3,2,Thomas Wievegg,2025-05-22,_kymberlyanne_,https://www.instagram.com/p/DJ9f_63sWXE/,NULL,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
LOF,245,Vulptex,,False,Unit,Heroism,2,Creature,{p}{hidden} {i}(This unit can't be attacked if it was played this phase.){/i}{/p},,0,3,2,1,Tatsiana Maksimuk,2025-06-06,,,NULL,NULL,NULL,NULL,NULL,Hidden,False,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
LOF,246,Grogu,Mysterious Child,True,Unit,Heroism,3,Force,"{p}{keyword}Hidden{/keyword}{/p}

{p}{b}Action [{T}]:{/b} Heal up to 2 damage from a unit. If you do, deal that much damage to a unit.{/p}",,0,1,6,4,Joshua Carson,2025-05-06,FFG,https://starwarsunlimited.com/cards?searchTerm=grogu&cid=4389144613,NULL,NULL,NULL,2,NULL,Hidden,NULL,NULL,NULL,NULL,NULL,,,,2,,,,,,,,,,,,,
LOF,247,Gungan Warrior,,False,Unit,Heroism,3,"Gungan,Trooper","{p}{shielded}{i}(When you play this unit, give a Shield token to it.){/i}{/p}

{p}{restore:1} {i}(When this unit attacks, heal 1 damage from your base.){/i}{/p}",,0,3,2,1,Ivan Shavrin,2025-06-06,,,NULL,NULL,NULL,NULL,NULL,Restore,False,Shielded,False,NULL,NULL,,,,,,,,,,,,,,,,,
LOF,248,Jocasta Nu,The Gift of Knowledge,True,Unit,Heroism,3,"Force,Jedi,Republic",{p}{b}When Played: {/b}You may attach a friendly upgrade on a friendly unit to a different eligible unit.{/p},,0,3,4,2,Nabetse Zitro,2025-06-06,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
LOF,249,Luke Skywalker,A Hero's Beginning,True,Unit,Heroism,4,"Force,Fringe","{p}{b}When you play another {unique} {i}(unique){/i} unit:{/b} You may use the Force {i}(lose your Force token){/i}. If you do, give an Experience token and a Shield token to this unit.{/p}",,0,3,5,3,Joey Vazquez,2025-05-07,Jodo Cast,https://www.youtube.com/watch?v=yJuIHGu37dA,NULL,0.5,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
LOF,250,Medical Frigate,,False,Unit,Heroism,4,"Republic,Vehicle,Capital Ship",{p}{b}On Attack:{/b} You may heal 2 damage from another unit.{/p},,1,3,6,1,Thomas Wievegg,2025-06-06,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,2,,,,,,,,,,,,,
LOF,251,Blue Squadron Assault Wing,,False,Unit,Heroism,5,"Republic,Vehicle,Fighter",{p}{raid:1} {i}(This unit gets +1/+0 while attacking.){/i}{/p},,1,5,5,1,Kursad Karatas,2025-06-06,,,NULL,NULL,NULL,NULL,NULL,Raid,False,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
LOF,252,The Daughter,Embodiment of Light,True,Unit,Heroism,5,Force,"{p}{b}When damage is dealt to your base:{/b} You may use the Force {i}(lose your Force token){/i}. If you do, heal 2 damage from your base.{/p}",,0,4,6,3,Johnny Morrow,2025-06-06,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,1,,,,,,,,,,,,,
LOF,253,Longbeam Cruiser,,False,Unit,Heroism,6,"Republic,Vehicle,Capital Ship","{p}{restore:1} {i}(When this unit attacks, heal 1 damage from your base.){/i}{/p}",,1,6,6,1,Fernando Correa,2025-06-06,,,NULL,NULL,NULL,NULL,NULL,Restore,False,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
LOF,254,Porg,,False,Unit,,0,Creature,,,0,1,1,1,Reno,2025-04-02,FFG,https://www.youtube.com/watch?v=mh6NGIVMtms,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
LOF,255,Curious Flock,,False,Unit,,1,Creature,"{p}When Played: Pay up to {R6}. For each resource paid this way, give an Experience token to this unit.{/p}",,0,1,1,1,Eslam AboShady,2025-05-08,Porg Depot,https://porgdepot.com/2025/05/08/breaking-news-lof-spoilers/,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
LOF,256,Gifted Urchin,,False,Unit,,2,"Force,Fringe",,,0,1,4,1,Sandra Chlewiska,2025-06-06,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
LOF,257,Kowakian Monkey-Lizard,,False,Unit,,2,Creature,{p}{ambush} {ambush-reminder}{/p},,0,2,1,1,Ivan Shavrin,2025-06-06,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
LOF,258,Peli Motto,I Should Charge You More,True,Unit,,2,Fringe,{p}{b}On Attack: {/b}Give an Experience token to a friendly {vehicle} or {droid} unit.{/p},,0,1,4,2,Gabriel Gómez Almenzar,2025-06-06,,,NULL,0.5,0.5,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
LOF,259,Ravening Gundark,,False,Unit,,5,Creature,{p}{b}When Played: {/b}Deal 1 damage to a ground unit.{/p},,0,5,4,1,Reno,2025-06-06,,,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
LOF,260,The Father,Maintaining Balance,True,Unit,,8,Force,"{p}{b}When you use the Force:{/b} You may deal 1 damage to this unit. If you do, the Force is with you.{/p}",,0,5,10,4,Johnny Morrow,2025-06-06,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,1,,,,,,,,,
LOF,261,Constructed Lightsaber,,False,Upgrade,,3,"Item,Weapon,Lightsaber","{p}Attach to a {force} unit.{/p}

{p}If attached unit is a {Heroism} unit, it gains {restore:2}.{/p}

{p}If attached unit is a {Villainy} unit, it gains {raid:2}.{/p}

{p-keyword-border}If attached unit is a non-{Heroism}, non-{Villainy} unit, it gains {sentinel}.{/p}",,NULL,NULL,NULL,4,Fernando Correa,2025-05-09,FFG,https://bsky.app/profile/unlimitedffg.bsky.social/post/3loqp4llhd22g,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
LOF,262,Go Into Hiding,,False,Event,,2,Tactic,{p}Choose a unit. It can't be attacked this phase {i}(unless it has Sentinel){/i}.{/p},,NULL,NULL,NULL,1,Eslam AboShady,2025-06-06,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
LOF,263,Last Words,,False,Event,,2,Learned,"{p}If a friendly unit was defeated this phase, give 2 Experience tokens to a unit.{/p}",,NULL,NULL,NULL,1,Benjamin Paulus,2025-06-06,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
LOF,264,It's Worse,,False,Event,,7,Trick,Defeat a non-leader unit.,,NULL,NULL,NULL,1,JB Casacop,2025-06-03,Darth Players,https://www.youtube.com/watch?v=H8IcfwMD4_I,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
IBH,1,Leia Organa,Get to Your Transports!,TRUE,Leader,"Command,Heroism",5,"Rebel,Official","{p}{b}Action [{T}]:{/b} Heal 1 damage from a friendly unit.{/p}

{p-epic-action}If you control 5 or more resources, deploy this leader. {i}(Flip her, ready her, and move her to the ground arena.){/i}{/p}",{p}{b}On Attack:{/b} Heal 1 damage from a friendly unit and 1 damage from another friendly unit.{/p},0,3,7,5,Afif Khaled,2025-07-18,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
IBH,2,Echo Caverns,,FALSE,Base,Cunning,NULL,Hoth,,,NULL,NULL,20,5,Earl John Dela Cruz,2025-07-18,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
IBH,3,Chewbacca,Rrruuuurrr,TRUE,Unit,"Cunning,Heroism",5,"Rebel,Wookiee",{p-keyword-border-shaded}{sentinel} {i}(Enemy units in this arena must attack a Sentinel when they attack you.){/i}{/p},,0,3,6,5,Marc Escachx,2025-07-18,,,NULL,NULL,NULL,NULL,NULL,Sentinel,FALSE,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
IBH,4,Rogue Squadron Speeder,,FALSE,Unit,"Command,Heroism",4,"Rebel,Vehicle,Speeder",{p}{raid:1} {i}(This unit gets +1/+0 while attacking.){/i}{/p},,0,3,5,5,Johnny Morrow,2025-07-18,,,NULL,NULL,NULL,NULL,NULL,Raid,FALSE,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
IBH,5,I'll Cover For You,,FALSE,Event,Cunning,3,Tactic,{p}Deal 1 damage to an enemy unit and 1 damage to another enemy unit.{/p},,NULL,NULL,NULL,5,Kursad Karatas,2025-07-18,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
IBH,6,Rebellion Y-Wing,,FALSE,Unit,"Cunning,Heroism",3,"Rebel,Vehicle,Fighter",{p}{b}On Attack:{/b} Deal 1 damage to a base.{/p},,1,2,3,5,Shane Molina,2025-07-18,,,NULL,NULL,NULL,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
IBH,7,Echo Coordinator,,FALSE,Unit,"Command,Heroism",2,Rebel,,,0,1,5,5,Benjamin Paulus,2025-07-18,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
IBH,8,Trench Defender,,FALSE,Unit,"Command,Heroism",3,"Rebel,Trooper",,,0,3,4,5,Afif Khaled,2025-07-18,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
IBH,9,I've Found Them,,FALSE,Event,Command,2,Gambit,"{p}Reveal the top 3 cards of your deck. Draw a unit revealed this way, then discard the other revealed cards.{/p}",,NULL,NULL,NULL,5,Ario Murti,2025-07-18,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
IBH,10,Han Solo,Scruffy-Looking Nerf Herder,TRUE,Unit,"Cunning,Heroism",6,Rebel,"{p}{raid:1} {i}(This unit gets +2/+0 while attacking.){/i}{/p}

{p}{b}On Attack:{/b} The defender gets -2/-0 for this attack.{/p}",,0,4,6,5,Envar Entertainment,2025-07-18,,,NULL,NULL,NULL,NULL,NULL,Raid,FALSE,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
IBH,11,R2-D2,Known to Make Mistakes,TRUE,Unit,"Cunning,Heroism",2,"Rebel,Droid","{p}{b}On Attack:{/b} If you control a {Command} unit, exhaust an enemy ground unit that costs 4 or less.{/p}",,0,1,4,5,Gabriel Gómez Almenzar,2025-07-18,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,1,,
IBH,12,Evacuation Escort,,FALSE,Unit,"Cunning,Heroism",2,"Rebel,Vehicle,Fighter",,,1,2,2,5,Pandu Mahardika,2025-07-18,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
IBH,13,Recovery,,FALSE,Event,Heroism,3,Plan,{p}Heal 5 damage from a unit.{/p},,NULL,NULL,NULL,5,Derek Laufman,2025-07-18,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
IBH,14,Bright Hope,Narrow Escape,TRUE,Unit,"Command,Heroism",6,"Rebel,Vehicle,Transport",{p-keyword-border-shaded}{sentinel} {i}(Enemy units in this arena must attack a Sentinel unit when they attack you.){/i}{/p},,1,4,6,5,Ignacio Bazan Lazcano,2025-07-18,,,NULL,NULL,NULL,NULL,NULL,Sentinel,FALSE,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
IBH,15,Tauntaun Mount,,FALSE,Unit,Command,2,Creature,{p}{b}When Defeated:{/b} Heal 2 damage from your base.{/p},,0,2,2,5,Aitor Prieto,2025-07-18,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,2,,,,,,,,,,,,,
IBH,16,Ion Cannon,,FALSE,Unit,Cunning,4,Weapon,{p}{b}Action [{T}]:{/b} Deal 3 damage to a space unit.{/p},,0,0,5,5,Marko Fiedler,2025-07-18,,,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
IBH,18,Go For The Legs,,FALSE,Event,Cunning,1,Tactic,{p}Exhaust an enemy ground unit.{/p},,NULL,NULL,NULL,5,Marko Fiedler,2025-07-18,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
IBH,19,C-3PO,"Oh Dear, Oh Dear",TRUE,Unit,"Command,Heroism",3,"Rebel,Droid","{p}{b}When Played:{/b} If you control a {Cunning} unit, draw a card.{/p}",,0,1,4,5,David Buisan,2025-07-18,,,NULL,NULL,NULL,NULL,0.75,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
IBH,20,Luke Skywalker,Do You Read Me,TRUE,Unit,"Command,Heroism",7,"Force,Rebel","{p}{restore:2} {i}(When this unit attacks, heal 2 damage from your base.){/i}{/p}

{p}{b}When Played:{/b} You may deal 3 damage to a ground unit.{/p}",,0,6,6,5,Johnny Morrow,2025-07-18,,,NULL,NULL,NULL,NULL,NULL,Restore,FALSE,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
IBH,21,Improvised Detonation,,FALSE,Event,Cunning,2,Tactic,{p}Attack with a unit. It gets {powerplus:2}/{hpplus:0} for this attack. {i}(You can only attack with a ready friendly unit.){/i}{/p},,NULL,NULL,NULL,5,Derek Laufman,2025-07-18,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
IBH,22,GR-75 Medium Transport,,FALSE,Unit,"Command,Heroism",5,"Rebel,Vehicle,Transport",,,1,5,4,5,French Carlomagno,2025-07-18,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
IBH,23,General Rieekan,Stalwart Tactician,TRUE,Unit,"Command,Heroism",4,"Rebel,Official",{p}{b}Action [{T}]:{/b} Attack with another {Heroism} unit. It gets {powerplus:2}/{hpplus:0} for this attack. {i}(You can only attack with a ready friendly unit.){/i}{/p},,0,2,6,5,David Buisan,2025-07-18,,,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
IBH,31,Millennium Falcon,Bucket of Bolts,TRUE,Unit,"Cunning,Heroism",7,"Rebel,Vehicle,Transport","{p}{b}When Played:{/b} If your base has more damage on it than an enemy base, ready this unit.{/p}",,1,5,6,5,Amad Mir,2025-07-18,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,0.75,,,,,,,,
IBH,37,Hoth Trooper,,FALSE,Unit,"Cunning,Heroism",2,"Rebel,Trooper",,,0,2,3,5,Omercan Cirit,2025-07-18,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
IBH,52,Watch This,,FALSE,Event,Cunning,6,Gambit,{p}Return a non-leader unit that costs 6 or less to its owner's hand. Exhaust each other enemy unit in the same arena.{/p},,NULL,NULL,NULL,5,Francois Cannels,2025-07-20,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
IBH,53,Darth Vader,Don't Fail Me Again,TRUE,Leader,"Aggression,Villainy",6,"Force,Imperial,Sith","{p}{b}Action [{T}]:{/b} Deal 1 damage to a base.{/p}

{p-epic-action}If you control 6 or more resources, deploy this leader. {i}(Flip him, ready him, and move him to the ground arena.){/i}{/p}",{p}{b}On Attack:{/b} Deal 2 damage to a base.{/p},0,3,8,5,Afif Khaled,2025-07-18,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
IBH,54,Forward Command Post,,FALSE,Base,Vigilance,NULL,Hoth,,,NULL,NULL,20,5,Stephen Zavala,2025-07-18,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
IBH,55,First Legion Trooper,,FALSE,Unit,"Vigilance,Villainy",3,,,,0,3,4,5,Monika Palosz,2025-07-20,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
